laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight;Price_euros
1008;Dell;Inspiron 5378;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.68kg;88900
1009;Asus;ZenBook UX310UA-FB485T;Notebook;133;Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;115000
1010;HP;Spectre 13-V111dx;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.11kg;134900
1011;Acer;Aspire ES1-533;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 505;Windows 10;2.4kg;38000
1012;Asus;Rog GL553VE-DS74;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;179900
1013;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.48kg;208900
1014;Acer;Nitro 5;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7kg;126000
1015;HP;ENVY -;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;118900
1016;Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;54700
1017;HP;Probook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.64kg;77900
1018;Toshiba;Portege Z30-C-16H;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;119500
1019;HP;EliteBook 840;Notebook;14;1366x768;Intel Core i5 6300U 2.4GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;109999
1020;HP;ProBook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;120500
1021;HP;EliteBook 1040;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43kg;144900
1022;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64kg;104926
1023;HP;Probook 440;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.64kg;68400
1024;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.65kg;94900
1025;HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.26kg;153900
1026;HP;Elitebook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.48kg;159000
1027;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.54kg;188721
1028;HP;Probook 430;Notebook;133;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.49kg;80000
1029;Toshiba;Portege A30-C-1CZ;Notebook;133;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.5kg;121000
1030;HP;ProBook 450;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;76999
1031;Lenovo;ThinkPad P70;Notebook;173;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro 3000M;Windows 7;2.4kg;296800
1032;Toshiba;Tecra Z40-C-12Z;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.47kg;149000
1033;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.43kg;222900
1034;Dell;Inspiron 5568;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 6100U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.08kg;79599
1035;Toshiba;Portégé Z30-C-16K;Ultrabook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;159000
1036;HP;Spectre 13-V100nv;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.11kg;114900
1037;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64kg;118543
1038;Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;500GB HDD;Intel HD Graphics 520;Windows 10;2.09kg;104644
1039;HP;Elitebook 820;Ultrabook;125;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;155900
1040;HP;ProBook 650;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.31kg;118900
1041;HP;ProBook 640;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.95kg;106000
1042;Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;162400
1043;HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.63kg;108000
1044;HP;ProBook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.64kg;97300
1045;Acer;Aspire 3;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;6;1TB HDD;AMD Radeon R5;Windows 10;2.1kg;40900
1046;MSI;GL72M 7RDX;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7kg;119180
1047;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.95kg;119500
1048;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.84kg;122899
1049;HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.26kg;134900
1050;HP;ProBook 450;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.04kg;74200
1051;Toshiba;Tecra Z40-C-136;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.47kg;172500
1052;Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;2.09kg;106295
1053;HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.64kg;101051
1054;Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;84700
1055;Vero;V142 (X5-Z8350/2GB/32GB/W10);Notebook;14;1366x768;Intel Atom X5-Z8350 1.44GHz;2;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.45kg;21080
1056;Toshiba;Tecra A50-C-218;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4kg;142500
1057;Lenovo;Thinkpad L560;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;104960
1058;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.54kg;100000
1059;HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD +  500GB HDD;Intel HD Graphics 520;Windows 10;1.84kg;210334
1060;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43kg;146900
1061;MSI;GT72S Dominator;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78kg;154564
1062;Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.6kg;228999
1063;Asus;Chromebook C202SA;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.2kg;28790
1064;Lenovo;ThinkPad X1;Notebook;14;IPS Panel 2560x1440;Intel Core i7 6600U 2.6GHz;16;256GB SSD;Intel HD Graphics 520;Windows 7;1.1kg;262000
1065;HP;Noteb Pav;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;1.91kg;97900
1066;Dell;Inspiron 5578;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3kg;109400
1067;HP;ProBook 450;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;97900
1068;Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;1TB SSD;Intel HD Graphics 620;Windows 10;1.2kg;225400
1069;HP;ProBook 650;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.31kg;70515
1070;HP;250 G5;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;No OS;1.96kg;49900
1071;Acer;Aspire ES1-523;Notebook;156;1366x768;AMD A8-Series 7410 2.2GHz;8;1TB HDD;AMD Radeon R5;Windows 10;2.4kg;44900
1072;Dell;Inspiron 7378;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;129900
1073;MSI;GT62VR 6RD;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.94kg;181900
1074;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;107000
1075;Asus;Rog G752VL-GC088D;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1TB HDD;Nvidia GeForce GTX 965M;No OS;4kg;99800
1076;Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics;Windows 10;2.25kg;55900
1077;Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;2TB HDD;AMD Radeon R7 M445;Windows 10;2.32kg;98999
1079;MSI;GS63VR 6RF;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8kg;192900
1080;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;145800
1081;Asus;ROG G701VO;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;64;1TB SSD;Nvidia GeForce GTX 980 ;Windows 10;3.58kg;397500
1082;Dell;Inspiron 5368;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.62kg;79801
1083;Dell;Alienware 15;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;3.21kg;132900
1084;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8;256GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920kg;130000
1085;Dell;Latitude 3570;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.06kg;48198
1086;HP;ProBook 650;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.31kg;119900
1087;HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;119900
1088;HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.49kg;109000
1089;Lenovo;ThinkPad Yoga;Ultrabook;125;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;171349
1090;Lenovo;IdeaPad 300-17ISK;Notebook;173;1600x900;Intel Core i5 6200U 2.3GHz;8;1.0TB HDD;AMD Radeon R5 M330;Windows 10;3.0kg;65900
1091;Lenovo;Ideapad 700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;4;1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.3kg;97700
1092;MSI;GT72VR Dominator;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.78kg;249900
1093;Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;54000
1094;HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;2.31kg;94000
1095;Lenovo;Yoga 900S-12ISK;Ultrabook;125;IPS Panel Touchscreen 2560x1440;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0.99kg;139900
1096;Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;512GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6kg;324000
1097;Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69kg;64627
1098;HP;Spectre x360;Ultrabook;133;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.3kg;204900
1099;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;75000
1100;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1.54kg;103099
1101;HP;ZBook 15u;Workstation;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;AMD FirePro W4190M;Windows 7;1.9kg;149500
1102;Lenovo;ThinkPad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 7;1.7kg;119900
1103;HP;Chromebook 13;Notebook;133;Quad HD+ 3200x1800;Intel Pentium Dual Core 4405Y 1.5GHz;4;32GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.29kg;61500
1104;Acer;Aspire ES1-523;Notebook;156;1366x768;AMD A8-Series 7410 2.2GHz;4;500GB HDD;AMD Radeon R5;Windows 10;2.4kg;38700
1105;Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4;500GB HDD;Intel HD Graphics;Linux;2.2kg;39349
1106;HP;250 G6;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;No OS;1.86kg;34599
1107;Asus;Rog GL702VM-GC354T;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7kg;159900
1108;Dell;Inspiron 5370;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;AMD Radeon 530;Windows 10;1.4kg;81835
1109;HP;Elitebook 820;Netbook;125;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;2.4kg;159900
1110;Acer;Aspire F5-573G;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.4kg;79900
1111;Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2.36kg;63880
1112;MSI;GS70 Stealth;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia GeForce GTX 965M;Windows 10;2.6kg;159900
1113;HP;250 G5;Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Intel HD Graphics 405;Windows 10;1.96kg;50000
1114;Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;229900
1115;Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1.5kg;113515
1116;Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i3 6100U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;1.5kg;116697
1117;Acer;Chromebook 15;Notebook;156;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;4;16GB SSD;Intel HD Graphics;Chrome OS;2.20kg;20900
1118;HP;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;AMD FirePro W6150M;Windows 7;3.0kg;289900
1119;Lenovo;Legion Y520-15IKBN;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.4kg;119900
1120;Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.5kg;141310
1121;MSI;GE72 Apache;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.9kg;151119
1122;Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;86700
1123;HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4;1TB HDD;AMD Radeon R4;Windows 10;2.1kg;39800
1124;Asus;Rog GL552VW-CN470T;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.59kg;133900
1125;HP;EliteBook 1030;Notebook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y54 1.1GHz;8;256GB SSD;Intel HD Graphics 515;Windows 10;1.16kg;169900
1126;Dell;Vostro 3559;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;AMD Radeon R5 M315;Windows 7;2.24kg;76915
1127;Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;42900
1128;HP;Spectre Pro;Ultrabook;133;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;196900
1129;Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Android;0.69kg;54900
1130;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.23kg;137900
1131;Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6kg;274999
1132;Razer;Blade Stealth;Ultrabook;125;Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.25kg;102900
1133;Toshiba;Portege X30-D-10K;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;222600
1134;Asus;Rog GL752VW-T4308T;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3.52kg;131249
1135;Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;133;Full HD 1920x1080;Intel Atom X5-Z8350 1.44GHz;4;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.35kg;19600
1136;HP;Spectre Pro;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;169000
1137;HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43kg;151300
1138;Dell;Latitude E5570;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Linux;2.09kg;52363
1139;Asus;VivoBook Max;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2kg;43500
1140;Lenovo;ThinkPad Yoga;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;166900
1141;Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69kg;47900
1142;HP;EliteBook 820;Ultrabook;125;1366x768;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;189500
1143;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;98900
1144;HP;Omen -;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35kg;112900
1145;HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;8;2TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;62900
1146;Lenovo;ThinkPad P40;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6600U 2.6GHz;8;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8kg;205038
1147;Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5kg;27800
1148;HP;250 G6;Ultrabook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;75200
1149;Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;61600
1150;Lenovo;IdeaPad 500-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5kg;109900
1151;HP;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M3000M;Windows 7;3kg;394940
1153;Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5kg;78400
1154;MSI;GT72S Dominator;Gaming;173;Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78kg;239900
1155;HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;217172
1156;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;2.8kg;244000
