Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight (Kg);Price_euros
HP;Probook 450;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.70GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04;97900
Lenovo;ThinkPad T460;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;508GB Hybrid;Intel HD Graphics 520;Windows 7;1.70;100200
Asus;Q534UX-BHI7T19 (i7-7500U/16GB/2TB;2 in 1 Convertible;156;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.7GHz;16;512GB SSD +  2TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.3;179900
HP;15-bs053od (i7-7500U/6GB/1TB/W10);Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.04;57900
Asus;Rog GL753VE-DS74;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.99;174900
Dell;Inspiron 7579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;512GB SSD;Intel HD Graphics 620;Windows 10;2.19;129900
Toshiba;Portege Z30-C-1CV;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;1.2;119500
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;6;256GB SSD;AMD Radeon 530;Windows 10;2.2;54900
Fujitsu;LifeBook A556;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;64900
Toshiba;Tecra A40-C-1KF;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.75;91500
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon R5 M430;Windows 10;2.25;59900
HP;Probook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.04;80600
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.5;118900
Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2.36;74900
Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620 ;Windows 10;1.6;111900
HP;EliteBook Folio;Netbook;125;Full HD 1920x1080;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0.97;190800
HP;15-bs005nv (i3-6006U/4GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD +  1TB HDD;AMD Radeon 520;Windows 10;2.1;49900
Lenovo;V110-15IAP (N3350/4GB/128GB/No;Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;128GB SSD;Intel HD Graphics 500;No OS;1.9;27062
Lenovo;ThinkPad T560;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;134900
Dell;Inspiron 5378;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.68;88900
Asus;ZenBook UX310UA-FB485T;Notebook;133;Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.4;115000
HP;Spectre 13-V111dx;Ultrabook;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.11;134900
Acer;Aspire ES1-533;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;500GB HDD;Intel HD Graphics 505;Windows 10;2.4;38000
Asus;Rog GL553VE-DS74;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;179900
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.48;208900
Acer;Nitro 5;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7;126000
HP;ENVY -;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.34;118900
Dell;Vostro 3568;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2.18;54700
HP;Probook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.64;77900
Toshiba;Portege Z30-C-16H;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1.2;119500
HP;EliteBook 840;Notebook;14;1366x768;Intel Core i5 6300U 2.4GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1.48;109999
HP;ProBook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.95;120500
HP;EliteBook 1040;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;144900
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64;104926
HP;Probook 440;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.64;68400
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.65;94900
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.26;153900
HP;Elitebook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.48;159000
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.54;188721
HP;Probook 430;Notebook;133;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.49;80000
Toshiba;Portege A30-C-1CZ;Notebook;133;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.5;121000
HP;ProBook 450;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;76999
Lenovo;ThinkPad P70;Notebook;173;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro 3000M;Windows 7;2.4;296800
Toshiba;Tecra Z40-C-12Z;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.47;149000
HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.43;222900
Dell;Inspiron 5568;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 6100U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.08;79599
Toshiba;Portégé Z30-C-16K;Ultrabook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;159000
HP;Spectre 13-V100nv;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.11;114900
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64;118543
Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;500GB HDD;Intel HD Graphics 520;Windows 10;2.09;104644
HP;Elitebook 820;Ultrabook;125;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.26;155900
HP;ProBook 650;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.31;118900
HP;ProBook 640;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1.95;106000
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;162400
HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.63;108000
HP;ProBook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;97300
Acer;Aspire 3;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;6;1TB HDD;AMD Radeon R5;Windows 10;2.1;40900
MSI;GL72M 7RDX;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.7;119180
HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.95;119500
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.84;122899
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.26;134900
HP;ProBook 450;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.04;74200
Toshiba;Tecra Z40-C-136;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.47;172500
Dell;Latitude E5570;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;2.09;106295
HP;ProBook 440;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.64;101051
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1.8;84700
Vero;V142 (X5-Z8350/2GB/32GB/W10);Notebook;14;1366x768;Intel Atom X5-Z8350 1.44GHz;2;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.45;21080
Toshiba;Tecra A50-C-218;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4;142500
Lenovo;Thinkpad L560;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2.3;104960
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1.54;100000
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD +  500GB HDD;Intel HD Graphics 520;Windows 10;1.84;210334
HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;146900
MSI;GT72S Dominator;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78;154564
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.6;228999
Asus;Chromebook C202SA;Netbook;116;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.2;28790
Lenovo;ThinkPad X1;Notebook;14;IPS Panel 2560x1440;Intel Core i7 6600U 2.6GHz;16;256GB SSD;Intel HD Graphics 520;Windows 7;1.1;262000
HP;Noteb Pav;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;1.91;97900
Dell;Inspiron 5578;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.3;109400
HP;ProBook 450;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;97900
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;1TB SSD;Intel HD Graphics 620;Windows 10;1.2;225400
HP;ProBook 650;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.31;70515
HP;250 G5;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;No OS;1.96;49900
Acer;Aspire ES1-523;Notebook;156;1366x768;AMD A8-Series 7410 2.2GHz;8;1TB HDD;AMD Radeon R5;Windows 10;2.4;44900
Dell;Inspiron 7378;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;129900
MSI;GT62VR 6RD;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.94;181900
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.04;107000
Asus;Rog G752VL-GC088D;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1TB HDD;Nvidia GeForce GTX 965M;No OS;4;99800
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics;Windows 10;2.25;55900
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;2TB HDD;AMD Radeon R7 M445;Windows 10;2.32;98999
MSI;GS63VR 6RF;Gaming;156;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8;192900
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.29;145800
Asus;ROG G701VO;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;64;1TB SSD;Nvidia GeForce GTX 980 ;Windows 10;3.58;397500
Dell;Inspiron 5368;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.62;79801
Dell;Alienware 15;Gaming;156;4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;3.21;132900
Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.1GHz;8;256GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920;130000
Dell;Latitude 3570;Notebook;156;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.06;48198
HP;ProBook 650;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.31;119900
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;119900
HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.49;109000
Lenovo;ThinkPad Yoga;Ultrabook;125;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.3;171349
Lenovo;IdeaPad 300-17ISK;Notebook;173;1600x900;Intel Core i5 6200U 2.3GHz;8;1.0TB HDD;AMD Radeon R5 M330;Windows 10;3.0;65900
Lenovo;Ideapad 700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;4;1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.3;97700
MSI;GT72VR Dominator;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.78;249900
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/W10);Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;54000
HP;Probook 650;Notebook;156;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;2.31;94000
Lenovo;Yoga 900S-12ISK;Ultrabook;125;IPS Panel Touchscreen 2560x1440;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0.99;139900
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;512GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6;324000
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69;64627
HP;Spectre x360;Ultrabook;133;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.3;204900
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.18;75000
HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1.54;103099
HP;ZBook 15u;Workstation;156;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;AMD FirePro W4190M;Windows 7;1.9;149500
Lenovo;ThinkPad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;180GB SSD;Intel HD Graphics 520;Windows 7;1.7;119900
HP;Chromebook 13;Notebook;133;Quad HD+ 3200x1800;Intel Pentium Dual Core 4405Y 1.5GHz;4;32GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.29;61500
Acer;Aspire ES1-523;Notebook;156;1366x768;AMD A8-Series 7410 2.2GHz;4;500GB HDD;AMD Radeon R5;Windows 10;2.4;38700
Dell;Inspiron 3552;Notebook;156;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4;500GB HDD;Intel HD Graphics;Linux;2.2;39349
HP;250 G6;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;No OS;1.86;34599
Asus;Rog GL702VM-GC354T;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7;159900
Dell;Inspiron 5370;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;AMD Radeon 530;Windows 10;1.4;81835
HP;Elitebook 820;Netbook;125;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;2.4;159900
Acer;Aspire F5-573G;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2.4;79900
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2.36;63880
MSI;GS70 Stealth;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia GeForce GTX 965M;Windows 10;2.6;159900
HP;250 G5;Notebook;156;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Intel HD Graphics 405;Windows 10;1.96;50000
Asus;G752VY-GC162T (i7-6700HQ/16GB/1TB;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;229900
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i3 6100U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1.5;113515
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i3 6100U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 7;1.5;116697
Acer;Chromebook 15;Notebook;156;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;4;16GB SSD;Intel HD Graphics;Chrome OS;2.20;20900
HP;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;AMD FirePro W6150M;Windows 7;3.0;289900
Lenovo;Legion Y520-15IKBN;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.4;119900
Dell;Latitude E5270;Ultrabook;125;1366x768;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.5;141310
MSI;GE72 Apache;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.9;151119
Lenovo;Yoga 500-15ISK;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;2.1;86700
HP;15-bw011nv (A6-9220/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4;1TB HDD;AMD Radeon R4;Windows 10;2.1;39800
Asus;Rog GL552VW-CN470T;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.59;133900
HP;EliteBook 1030;Notebook;133;Quad HD+ / Touchscreen 3200x1800;Intel Core M 6Y54 1.1GHz;8;256GB SSD;Intel HD Graphics 515;Windows 10;1.16;169900
Dell;Vostro 3559;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;AMD Radeon R5 M315;Windows 7;2.24;76915
Lenovo;V110-15ISK (i3-6006U/4GB/128GB/W10);Notebook;156;1366x768;Intel Core i3 6006U 2.0GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;42900
HP;Spectre Pro;Ultrabook;133;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1.16;196900
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Android;0.69;54900
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7560U 2.4GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.23;137900
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6;274999
Razer;Blade Stealth;Ultrabook;125;Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.25;102900
Toshiba;Portege X30-D-10K;Ultrabook;133;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;222600
Asus;Rog GL752VW-T4308T;Gaming;173;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3.52;131249
Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;133;Full HD 1920x1080;Intel Atom X5-Z8350 1.44GHz;4;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.35;19600
HP;Spectre Pro;Notebook;133;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.16;169000
HP;EliteBook 1040;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.43;151300
Dell;Latitude E5570;Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Linux;2.09;52363
Asus;VivoBook Max;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2;43500
Lenovo;ThinkPad Yoga;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.8;166900
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69;47900
HP;EliteBook 820;Ultrabook;125;1366x768;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1.26;189500
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4;98900
HP;Omen -;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35;112900
